target_id,target,sport,work_package,status,evidence,source,source_date,capabilities_validated,backend_tests,frontend_tests,device_tests,blocker_or_notes
espn:mma:fng,Fight Nights Global,mma,W5-combat,candidate,docs/sports-coverage/evidence/mma--fng.json,https://site.api.espn.com/apis/site/v2/sports/mma/fng/scoreboard,2026-09-24T21:02:23.863601+00:00,,provider-fixture-only; integration-not-run,not-run,not-run,"Default sample is dated 2020-09-25T04:00Z; tested2026 query yields 0 events and 0 named participant records, without a usable2026 sample. Competition retirement or alias identity is not established. Resolve current official competition calendar and an authorized source; if cyclical, corroborate edition before archival/history classification. Do not poll this candidate as current."
espn:mma:ifc,Invicta FC,mma,W5-combat,candidate,docs/sports-coverage/evidence/mma--ifc.json,https://site.api.espn.com/apis/site/v2/sports/mma/ifc/scoreboard,2026-09-24T21:02:23.935072+00:00,,provider-fixture-only; integration-not-run,not-run,not-run,"Default sample is dated 2025-04-04T04:00Z; tested2026 query yields 0 events and 0 named participant records, without a usable2026 sample. Competition retirement or alias identity is not established. Resolve current official competition calendar and an authorized source; if cyclical, corroborate edition before archival/history classification. Do not poll this candidate as current."
espn:mma:ifl,International Fight League,mma,W5-combat,candidate,docs/sports-coverage/evidence/mma--ifl.json,https://site.api.espn.com/apis/site/v2/sports/mma/ifl/scoreboard,2026-09-24T21:02:24.070978+00:00,,provider-fixture-only; integration-not-run,not-run,not-run,"Default sample is dated 2012-11-17T05:00Z; tested2026 query yields 0 events and 0 named participant records, without a usable2026 sample. Competition retirement or alias identity is not established. Resolve current official competition calendar and an authorized source; if cyclical, corroborate edition before archival/history classification. Do not poll this candidate as current."
espn:mma:k1,K-1,mma,W5-combat,candidate,docs/sports-coverage/evidence/mma--k1.json,https://site.api.espn.com/apis/site/v2/sports/mma/k1/scoreboard,2026-09-24T21:02:24.707310+00:00,,provider-fixture-only; integration-not-run,not-run,not-run,"Default sample is dated 2010-12-31T05:00Z; tested2026 query yields 0 events and 0 named participant records, without a usable2026 sample. Competition retirement or alias identity is not established. Resolve current official competition calendar and an authorized source; if cyclical, corroborate edition before archival/history classification. Do not poll this candidate as current."
espn:mma:ksw,Konfrontacja Sztuk Walki,mma,W5-combat,candidate,docs/sports-coverage/evidence/mma--ksw.json,https://site.api.espn.com/apis/site/v2/sports/mma/ksw/scoreboard,2026-09-24T21:02:25.064868+00:00,,provider-fixture-only; integration-not-run,not-run,not-run,"Default sample is dated 2024-12-20T05:00Z; tested2026 query yields 0 events and 0 named participant records, without a usable2026 sample. Competition retirement or alias identity is not established. Resolve current official competition calendar and an authorized source; if cyclical, corroborate edition before archival/history classification. Do not poll this candidate as current."
espn:mma:lfa,Legacy Fighting Alliance,mma,W5-combat,limited,docs/sports-coverage/evidence/mma--lfa.json,https://site.api.espn.com/apis/site/v2/sports/mma/lfa/scoreboard,2026-09-24T21:02:25.455032+00:00,schedule,provider-fixture-only; integration-not-run,not-run,not-run,Dated current/relevant-season named-participant schedule sample verified; completeness and live transitions unverified.
espn:mma:lfc,Legacy Fighting Championship,mma,W5-combat,candidate,docs/sports-coverage/evidence/mma--lfc.json,https://site.api.espn.com/apis/site/v2/sports/mma/lfc/scoreboard,2026-09-24T21:02:25.616666+00:00,,provider-fixture-only; integration-not-run,not-run,not-run,"Default sample is dated 2016-12-02T05:00Z; tested2026 query yields 0 events and 0 named participant records, without a usable2026 sample. Competition retirement or alias identity is not established. Resolve current official competition calendar and an authorized source; if cyclical, corroborate edition before archival/history classification. Do not poll this candidate as current."
espn:mma:m1,M-1 Mix-Fight Championship,mma,W5-combat,candidate,docs/sports-coverage/evidence/mma--m1.json,https://site.api.espn.com/apis/site/v2/sports/mma/m1/scoreboard,2026-09-24T21:02:25.910185+00:00,,provider-fixture-only; integration-not-run,not-run,not-run,"Default sample is dated 2020-01-31T05:00Z; tested2026 query yields 0 events and 0 named participant records, without a usable2026 sample. Competition retirement or alias identity is not established. Resolve current official competition calendar and an authorized source; if cyclical, corroborate edition before archival/history classification. Do not poll this candidate as current."
espn:mma:mfc,Maximum Fighting Championship,mma,W5-combat,candidate,docs/sports-coverage/evidence/mma--mfc.json,https://site.api.espn.com/apis/site/v2/sports/mma/mfc/scoreboard,2026-09-24T21:02:26.019380+00:00,,provider-fixture-only; integration-not-run,not-run,not-run,"Default sample is dated 2015-01-30T05:00Z; tested2026 query yields 0 events and 0 named participant records, without a usable2026 sample. Competition retirement or alias identity is not established. Resolve current official competition calendar and an authorized source; if cyclical, corroborate edition before archival/history classification. Do not poll this candidate as current."
espn:mma:mvp,MVP,mma,W5-combat,limited,docs/sports-coverage/evidence/mma--mvp.json,https://site.api.espn.com/apis/site/v2/sports/mma/mvp/scoreboard,2026-09-24T21:02:26.456520+00:00,schedule,provider-fixture-only; integration-not-run,not-run,not-run,Dated current/relevant-season named-participant schedule sample verified; completeness and live transitions unverified.
espn:mma:ofc,One Fighting Championship,mma,W5-combat,limited,docs/sports-coverage/evidence/mma--ofc.json,https://site.api.espn.com/apis/site/v2/sports/mma/ofc/scoreboard,2026-09-24T21:02:26.672991+00:00,schedule,provider-fixture-only; integration-not-run,not-run,not-run,Dated current/relevant-season named-participant schedule sample verified; completeness and live transitions unverified.
espn:mma:other,Other,mma,W5-combat,limited,docs/sports-coverage/evidence/mma--other.json,https://site.api.espn.com/apis/site/v2/sports/mma/other/scoreboard,2026-09-24T21:02:26.952531+00:00,schedule,provider-fixture-only; integration-not-run,not-run,not-run,Dated current/relevant-season named-participant sample verified; live transitions and season completeness unverified.
espn:mma:pancrase,Pancrase,mma,W5-combat,candidate,docs/sports-coverage/evidence/mma--pancrase.json,https://site.api.espn.com/apis/site/v2/sports/mma/pancrase/scoreboard,2026-09-24T21:02:27.056618+00:00,,provider-fixture-only; integration-not-run,not-run,not-run,"Default sample is dated 2025-12-21T05:00Z; tested2026 query yields 0 events and 0 named participant records, without a usable2026 sample. Competition retirement or alias identity is not established. Resolve current official competition calendar and an authorized source; if cyclical, corroborate edition before archival/history classification. Do not poll this candidate as current."
espn:mma:pfl,Professional Fighters League,mma,W5-combat,limited,docs/sports-coverage/evidence/mma--pfl.json,https://site.api.espn.com/apis/site/v2/sports/mma/pfl/scoreboard,2026-09-24T21:02:27.406812+00:00,schedule,provider-fixture-only; integration-not-run,not-run,not-run,Dated current/relevant-season named-participant schedule sample verified; completeness and live transitions unverified.
espn:mma:pride,PRIDE Fighting Championships,mma,W5-combat,archival,docs/sports-coverage/evidence/mma--pride.json,https://site.api.espn.com/apis/site/v2/sports/mma/pride/scoreboard,2026-09-24T21:02:27.601747+00:00,,provider-fixture-only; integration-not-run,not-run,not-run,UFC retrospective establishes PRIDE had ended by 2007; provider final sample is April 2007. Historical fixture retained; excluded from live refresh until a future edition is independently validated.
espn:mma:proelite,ProElite,mma,W5-combat,candidate,docs/sports-coverage/evidence/mma--proelite.json,https://site.api.espn.com/apis/site/v2/sports/mma/proelite/scoreboard,2026-09-24T21:02:27.962866+00:00,,provider-fixture-only; integration-not-run,not-run,not-run,"Default sample is dated 2012-01-21T05:00Z; tested2026 query yields 0 events and 0 named participant records, without a usable2026 sample. Competition retirement or alias identity is not established. Resolve current official competition calendar and an authorized source; if cyclical, corroborate edition before archival/history classification. Do not poll this candidate as current."
espn:mma:rfa,Resurrection Fighting Alliance,mma,W5-combat,candidate,docs/sports-coverage/evidence/mma--rfa.json,https://site.api.espn.com/apis/site/v2/sports/mma/rfa/scoreboard,2026-09-24T21:02:28.050170+00:00,,provider-fixture-only; integration-not-run,not-run,not-run,"Default sample is dated 2016-12-09T05:00Z; tested2026 query yields 0 events and 0 named participant records, without a usable2026 sample. Competition retirement or alias identity is not established. Resolve current official competition calendar and an authorized source; if cyclical, corroborate edition before archival/history classification. Do not poll this candidate as current."
espn:mma:rizin,Rizin Fight Federation,mma,W5-combat,candidate,docs/sports-coverage/evidence/mma--rizin.json,https://site.api.espn.com/apis/site/v2/sports/mma/rizin/scoreboard,2026-09-24T21:02:28.289033+00:00,,provider-fixture-only; integration-not-run,not-run,not-run,"Default sample is dated 2024-12-31T05:00Z; tested2026 query yields 0 events and 0 named participant records, without a usable2026 sample. Competition retirement or alias identity is not established. Resolve current official competition calendar and an authorized source; if cyclical, corroborate edition before archival/history classification. Do not poll this candidate as current."
espn:mma:roc,Ring of Combat,mma,W5-combat,candidate,docs/sports-coverage/evidence/mma--roc.json,https://site.api.espn.com/apis/site/v2/sports/mma/roc/scoreboard,2026-09-24T21:02:28.685668+00:00,,provider-fixture-only; integration-not-run,not-run,not-run,"Default sample is dated 2023-09-08T04:00Z; tested2026 query yields 0 events and 0 named participant records, without a usable2026 sample. Competition retirement or alias identity is not established. Resolve current official competition calendar and an authorized source; if cyclical, corroborate edition before archival/history classification. Do not poll this candidate as current."
espn:mma:sfl,Super Fight League,mma,W5-combat,candidate,docs/sports-coverage/evidence/mma--sfl.json,https://site.api.espn.com/apis/site/v2/sports/mma/sfl/scoreboard,2026-09-24T21:02:29.020310+00:00,,provider-fixture-only; integration-not-run,not-run,not-run,"Default sample is dated 2018-03-17T04:00Z; tested2026 query yields 0 events and 0 named participant records, without a usable2026 sample. Competition retirement or alias identity is not established. Resolve current official competition calendar and an authorized source; if cyclical, corroborate edition before archival/history classification. Do not poll this candidate as current."
espn:mma:shark-fights,Shark Fights,mma,W5-combat,candidate,docs/sports-coverage/evidence/mma--shark-fights.json,https://site.api.espn.com/apis/site/v2/sports/mma/shark-fights/scoreboard,2026-09-24T21:02:29.095563+00:00,,provider-fixture-only; integration-not-run,not-run,not-run,"Default sample is dated 2011-11-11T05:00Z; tested2026 query yields 0 events and 0 named participant records, without a usable2026 sample. Competition retirement or alias identity is not established. Resolve current official competition calendar and an authorized source; if cyclical, corroborate edition before archival/history classification. Do not poll this candidate as current."
espn:mma:shooto-brazil,Shooto Brazil,mma,W5-combat,candidate,docs/sports-coverage/evidence/mma--shooto-brazil.json,https://site.api.espn.com/apis/site/v2/sports/mma/shooto-brazil/scoreboard,2026-09-24T21:02:29.264076+00:00,,provider-fixture-only; integration-not-run,not-run,not-run,"Default sample is dated 2016-12-18T05:00Z; tested2026 query yields 0 events and 0 named participant records, without a usable2026 sample. Competition retirement or alias identity is not established. Resolve current official competition calendar and an authorized source; if cyclical, corroborate edition before archival/history classification. Do not poll this candidate as current."
espn:mma:shooto-japan,Shooto Japan,mma,W5-combat,candidate,docs/sports-coverage/evidence/mma--shooto-japan.json,https://site.api.espn.com/apis/site/v2/sports/mma/shooto-japan/scoreboard,2026-09-24T21:02:29.794694+00:00,,provider-fixture-only; integration-not-run,not-run,not-run,"Default sample is dated 2023-12-03T05:00Z; tested2026 query yields 0 events and 0 named participant records, without a usable2026 sample. Competition retirement or alias identity is not established. Resolve current official competition calendar and an authorized source; if cyclical, corroborate edition before archival/history classification. Do not poll this candidate as current."
espn:mma:shoxc,ShoXC: Showtime Xtreme Combat,mma,W5-combat,candidate,docs/sports-coverage/evidence/mma--shoxc.json,https://site.api.espn.com/apis/site/v2/sports/mma/shoxc/scoreboard,2026-09-24T21:02:30.138330+00:00,,provider-fixture-only; integration-not-run,not-run,not-run,"Default sample is dated 2008-10-10T04:00Z; tested2026 query yields 0 events and 0 named participant records, without a usable2026 sample. Competition retirement or alias identity is not established. Resolve current official competition calendar and an authorized source; if cyclical, corroborate edition before archival/history classification. Do not poll this candidate as current."
espn:mma:strikeforce,Strikeforce,mma,W5-combat,archival,docs/sports-coverage/evidence/mma--strikeforce.json,https://site.api.espn.com/apis/site/v2/sports/mma/strikeforce/scoreboard,2026-09-24T21:02:30.247542+00:00,,provider-fixture-only; integration-not-run,not-run,not-run,"UFC identifies January 12, 2013 as the last Strikeforce event; matches provider final date. Historical fixture retained; excluded from live refresh until a future edition is independently validated."
espn:mma:tfc,Titan Fighting Championships,mma,W5-combat,candidate,docs/sports-coverage/evidence/mma--tfc.json,https://site.api.espn.com/apis/site/v2/sports/mma/tfc/scoreboard,2026-09-24T21:02:30.358348+00:00,,provider-fixture-only; integration-not-run,not-run,not-run,"Default sample is dated 2023-07-21T04:00Z; tested2026 query yields 0 events and 0 named participant records, without a usable2026 sample. Competition retirement or alias identity is not established. Resolve current official competition calendar and an authorized source; if cyclical, corroborate edition before archival/history classification. Do not poll this candidate as current."
espn:mma:tpf,Tachi Palace Fights,mma,W5-combat,candidate,docs/sports-coverage/evidence/mma--tpf.json,https://site.api.espn.com/apis/site/v2/sports/mma/tpf/scoreboard,2026-09-24T21:02:30.812256+00:00,,provider-fixture-only; integration-not-run,not-run,not-run,"Default sample is dated 2018-11-10T03:00Z; tested2026 query yields 0 events and 0 named participant records, without a usable2026 sample. Competition retirement or alias identity is not established. Resolve current official competition calendar and an authorized source; if cyclical, corroborate edition before archival/history classification. Do not poll this candidate as current."
espn:mma:vfc,Victory Fighting Championship,mma,W5-combat,candidate,docs/sports-coverage/evidence/mma--vfc.json,https://site.api.espn.com/apis/site/v2/sports/mma/vfc/scoreboard,2026-09-24T21:02:31.169896+00:00,,provider-fixture-only; integration-not-run,not-run,not-run,"Default sample is dated 2018-04-14T04:00Z; tested2026 query yields 0 events and 0 named participant records, without a usable2026 sample. Competition retirement or alias identity is not established. Resolve current official competition calendar and an authorized source; if cyclical, corroborate edition before archival/history classification. Do not poll this candidate as current."
espn:mma:wec,World Extreme Cagefighting,mma,W5-combat,archival,docs/sports-coverage/evidence/mma--wec.json,https://site.api.espn.com/apis/site/v2/sports/mma/wec/scoreboard,2026-09-24T21:02:31.293699+00:00,,provider-fixture-only; integration-not-run,not-run,not-run,"UFC identifies December 16, 2010 as the final WEC event; matches provider final date. Historical fixture retained; excluded from live refresh until a future edition is independently validated."
espn:mma:xfc,Xtreme Fighting Championships,mma,W5-combat,candidate,docs/sports-coverage/evidence/mma--xfc.json,https://site.api.espn.com/apis/site/v2/sports/mma/xfc/scoreboard,2026-09-24T21:02:31.437125+00:00,,provider-fixture-only; integration-not-run,not-run,not-run,"Default sample is dated 2021-12-10T17:00Z; tested2026 query yields 0 events and 0 named participant records, without a usable2026 sample. Competition retirement or alias identity is not established. Resolve current official competition calendar and an authorized source; if cyclical, corroborate edition before archival/history classification. Do not poll this candidate as current."
espn:racing:nascar-secondary,NASCAR O'Reilly Auto Parts Series,racing,W5-racing,limited,docs/sports-coverage/evidence/racing--nascar-secondary.json,https://site.api.espn.com/apis/site/v2/sports/racing/nascar-secondary/scoreboard,2026-09-24T21:02:31.937833+00:00,schedule,provider-fixture-only; integration-not-run,not-run,not-run,Dated current/relevant-season named-participant sample verified; live transitions and season completeness unverified.
espn:racing:nascar-truck,NASCAR Truck Series,racing,W5-racing,limited,docs/sports-coverage/evidence/racing--nascar-truck.json,https://site.api.espn.com/apis/site/v2/sports/racing/nascar-truck/scoreboard,2026-09-24T21:02:32.181271+00:00,schedule,provider-fixture-only; integration-not-run,not-run,not-run,Dated current/relevant-season named-participant sample verified; live transitions and season completeness unverified.
espn:rugby:268565,British and Irish Lions Tour,rugby,W2-team-and-soccer,candidate,docs/sports-coverage/evidence/rugby--268565.json,https://site.api.espn.com/apis/site/v2/sports/rugby/268565/scoreboard,2026-09-24T21:02:32.368161+00:00,,provider-fixture-only; integration-not-run,not-run,not-run,"Default sample is dated 2025-08-02T10:00Z; tested2026 query yields 0 events and 0 named participant records, without a usable2026 sample. Competition retirement or alias identity is not established. Resolve current official competition calendar and an authorized source; if cyclical, corroborate edition before archival/history classification. Do not poll this candidate as current."
espn:rugby:244293,The Rugby Championship,rugby,W2-team-and-soccer,candidate,docs/sports-coverage/evidence/rugby--244293.json,https://site.api.espn.com/apis/site/v2/sports/rugby/244293/scoreboard,2026-09-24T21:02:32.521204+00:00,,provider-fixture-only; integration-not-run,not-run,not-run,"Default sample is dated 2025-10-04T10:05Z; tested2026 query yields 0 events and 0 named participant records, without a usable2026 sample. Competition retirement or alias identity is not established. Resolve current official competition calendar and an authorized source; if cyclical, corroborate edition before archival/history classification. Do not poll this candidate as current."
espn:rugby:271937,European Rugby Champions Cup,rugby,W2-team-and-soccer,limited,docs/sports-coverage/evidence/rugby--271937.json,https://site.api.espn.com/apis/site/v2/sports/rugby/271937/scoreboard,2026-09-24T21:02:32.918917+00:00,schedule;period-detail,provider-fixture-only; integration-not-run,not-run,not-run,Dated current/relevant-season named-participant schedule sample verified; completeness and live transitions unverified.
espn:rugby:272073,European Rugby Challenge Cup,rugby,W2-team-and-soccer,limited,docs/sports-coverage/evidence/rugby--272073.json,https://site.api.espn.com/apis/site/v2/sports/rugby/272073/scoreboard,2026-09-24T21:02:33.108609+00:00,schedule;period-detail,provider-fixture-only; integration-not-run,not-run,not-run,Dated current/relevant-season named-participant schedule sample verified; completeness and live transitions unverified.
espn:rugby:270557,United Rugby Championship,rugby,W2-team-and-soccer,limited,docs/sports-coverage/evidence/rugby--270557.json,https://site.api.espn.com/apis/site/v2/sports/rugby/270557/scoreboard,2026-09-24T21:02:33.327811+00:00,schedule;period-detail,provider-fixture-only; integration-not-run,not-run,not-run,Dated current/relevant-season named-participant schedule sample verified; completeness and live transitions unverified.
espn:rugby:2009,URBA Primera A,rugby,W2-team-and-soccer,limited,docs/sports-coverage/evidence/rugby--2009.json,https://site.api.espn.com/apis/site/v2/sports/rugby/2009/scoreboard,2026-09-24T21:02:33.491801+00:00,schedule,provider-fixture-only; integration-not-run,not-run,not-run,Dated current/relevant-season named-participant schedule sample verified; completeness and live transitions unverified.
espn:rugby:17567,Nations Championship,rugby,W2-team-and-soccer,limited,docs/sports-coverage/evidence/rugby--17567.json,https://site.api.espn.com/apis/site/v2/sports/rugby/17567/scoreboard,2026-09-24T21:02:33.871649+00:00,schedule,provider-fixture-only; integration-not-run,not-run,not-run,Dated current/relevant-season named-participant schedule sample verified; completeness and live transitions unverified.
espn:rugby:289279,URBA Top 14,rugby,W2-team-and-soccer,limited,docs/sports-coverage/evidence/rugby--289279.json,https://site.api.espn.com/apis/site/v2/sports/rugby/289279/scoreboard,2026-09-24T21:02:34.117255+00:00,schedule;period-detail,provider-fixture-only; integration-not-run,not-run,not-run,Dated current/relevant-season named-participant schedule sample verified; completeness and live transitions unverified.
espn:rugby:270563,Mitre 10 Cup,rugby,W2-team-and-soccer,limited,docs/sports-coverage/evidence/rugby--270563.json,https://site.api.espn.com/apis/site/v2/sports/rugby/270563/scoreboard,2026-09-24T21:02:34.302896+00:00,schedule;final-result;period-detail,provider-fixture-only; integration-not-run,not-run,not-run,Dated current/relevant-season named-participant schedule sample verified; completeness and live transitions unverified.
espn:rugby:282,Olympic Men's 7s,rugby,W2-team-and-soccer,archival,docs/sports-coverage/evidence/rugby--282.json,https://site.api.espn.com/apis/site/v2/sports/rugby/282/scoreboard,2026-09-24T21:02:34.495774+00:00,,provider-fixture-only; integration-not-run,not-run,not-run,"LA28 official program includes baseball, basketball, golf, rugby sevens and football in the 2028 summer edition. Existing provider samples are historical editions, not retired sports. Historical fixture retained; excluded from live refresh until a future edition is independently validated."
espn:rugby:283,Olympic Women's Rugby Sevens,rugby,W2-team-and-soccer,archival,docs/sports-coverage/evidence/rugby--283.json,https://site.api.espn.com/apis/site/v2/sports/rugby/283/scoreboard,2026-09-24T21:02:34.923421+00:00,,provider-fixture-only; integration-not-run,not-run,not-run,"LA28 official program includes baseball, basketball, golf, rugby sevens and football in the 2028 summer edition. Existing provider samples are historical editions, not retired sports. Historical fixture retained; excluded from live refresh until a future edition is independently validated."
espn:rugby:289237,Women's Rugby World Cup,rugby,W2-team-and-soccer,archival,docs/sports-coverage/evidence/rugby--289237.json,https://site.api.espn.com/apis/site/v2/sports/rugby/289237/scoreboard,2026-09-24T21:02:35.056009+00:00,,provider-fixture-only; integration-not-run,not-run,not-run,World Rugby identifies2025 final edition; archived2025 provider tournament is not a current2026 live schedule. Historical fixture retained; excluded from live refresh until a future edition is independently validated.
espn:rugby:289262,Major League Rugby,rugby,W2-team-and-soccer,limited,docs/sports-coverage/evidence/rugby--289262.json,https://site.api.espn.com/apis/site/v2/sports/rugby/289262/scoreboard,2026-09-24T21:02:35.274849+00:00,schedule;final-result;period-detail,provider-fixture-only; integration-not-run,not-run,not-run,Dated current/relevant-season named-participant schedule sample verified; completeness and live transitions unverified.
espn:rugby:289234,International Test Match,rugby,W2-team-and-soccer,limited,docs/sports-coverage/evidence/rugby--289234.json,https://site.api.espn.com/apis/site/v2/sports/rugby/289234/scoreboard,2026-09-24T21:02:35.472063+00:00,schedule;period-detail,provider-fixture-only; integration-not-run,not-run,not-run,Dated current/relevant-season named-participant schedule sample verified; completeness and live transitions unverified.
espn:soccer:eng.fa,English FA Cup,soccer,W2-team-and-soccer,limited,docs/sports-coverage/evidence/soccer--eng.fa.json,https://site.api.espn.com/apis/site/v2/sports/soccer/eng.fa/scoreboard,2026-09-24T21:02:35.848787+00:00,schedule;final-result,provider-fixture-only; integration-not-run,not-run,not-run,Dated current/relevant-season named-participant schedule sample verified; completeness and live transitions unverified.
espn:soccer:eng.league_cup,English Carabao Cup,soccer,W2-team-and-soccer,limited,docs/sports-coverage/evidence/soccer--eng.league_cup.json,https://site.api.espn.com/apis/site/v2/sports/soccer/eng.league_cup/scoreboard,2026-09-24T21:02:36.010233+00:00,schedule;final-result,provider-fixture-only; integration-not-run,not-run,not-run,Dated current/relevant-season named-participant schedule sample verified; completeness and live transitions unverified.
espn:soccer:eng.charity,English FA Community Shield,soccer,W2-team-and-soccer,limited,docs/sports-coverage/evidence/soccer--eng.charity.json,https://site.api.espn.com/apis/site/v2/sports/soccer/eng.charity/scoreboard,2026-09-24T21:02:36.235363+00:00,schedule;final-result,provider-fixture-only; integration-not-run,not-run,not-run,Dated current/relevant-season named-participant schedule sample verified; completeness and live transitions unverified.
espn:soccer:uefa.nations,UEFA Nations League,soccer,W2-team-and-soccer,limited,docs/sports-coverage/evidence/soccer--uefa.nations.json,https://site.api.espn.com/apis/site/v2/sports/soccer/uefa.nations/scoreboard,2026-09-24T21:02:36.442453+00:00,schedule;final-result,provider-fixture-only; integration-not-run,not-run,not-run,Dated current/relevant-season named-participant schedule sample verified; completeness and live transitions unverified.
espn:soccer:fifa.friendly,International Friendly,soccer,W2-team-and-soccer,limited,docs/sports-coverage/evidence/soccer--fifa.friendly.json,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.friendly/scoreboard,2026-09-24T21:02:36.797317+00:00,schedule;final-result,provider-fixture-only; integration-not-run,not-run,not-run,Dated current/relevant-season named-participant schedule sample verified; completeness and live transitions unverified.
espn:soccer:esp.super_cup,Spanish Supercopa,soccer,W2-team-and-soccer,limited,docs/sports-coverage/evidence/soccer--esp.super_cup.json,https://site.api.espn.com/apis/site/v2/sports/soccer/esp.super_cup/scoreboard,2026-09-24T21:02:36.942697+00:00,schedule,provider-fixture-only; integration-not-run,not-run,not-run,Dated current/relevant-season named-participant schedule sample verified; completeness and live transitions unverified.
espn:soccer:esp.copa_del_rey,Spanish Copa del Rey,soccer,W2-team-and-soccer,limited,docs/sports-coverage/evidence/soccer--esp.copa_del_rey.json,https://site.api.espn.com/apis/site/v2/sports/soccer/esp.copa_del_rey/scoreboard,2026-09-24T21:02:37.236326+00:00,schedule,provider-fixture-only; integration-not-run,not-run,not-run,Dated current/relevant-season named-participant schedule sample verified; completeness and live transitions unverified.
espn:soccer:concacaf.leagues.cup,Leagues Cup,soccer,W2-team-and-soccer,limited,docs/sports-coverage/evidence/soccer--concacaf.leagues.cup.json,https://site.api.espn.com/apis/site/v2/sports/soccer/concacaf.leagues.cup/scoreboard,2026-09-24T21:02:37.337671+00:00,schedule;final-result,provider-fixture-only; integration-not-run,not-run,not-run,Dated current/relevant-season named-participant schedule sample verified; completeness and live transitions unverified.
espn:soccer:campeones.cup,Campeones Cup,soccer,W2-team-and-soccer,limited,docs/sports-coverage/evidence/soccer--campeones.cup.json,https://site.api.espn.com/apis/site/v2/sports/soccer/campeones.cup/scoreboard,2026-09-24T21:02:37.709937+00:00,schedule;final-result,provider-fixture-only; integration-not-run,not-run,not-run,Dated current/relevant-season named-participant sample verified; live transitions and season completeness unverified.
espn:soccer:fifa.shebelieves,SheBelieves Cup,soccer,W2-team-and-soccer,limited,docs/sports-coverage/evidence/soccer--fifa.shebelieves.json,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.shebelieves/scoreboard,2026-09-24T21:02:37.844658+00:00,schedule;final-result,provider-fixture-only; integration-not-run,not-run,not-run,Dated current/relevant-season named-participant schedule sample verified; completeness and live transitions unverified.
espn:soccer:fifa.w.champions_cup,FIFA Women's Champions Cup,soccer,W2-team-and-soccer,limited,docs/sports-coverage/evidence/soccer--fifa.w.champions_cup.json,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.w.champions_cup/scoreboard,2026-09-24T21:02:38.070722+00:00,schedule;final-result,provider-fixture-only; integration-not-run,not-run,not-run,Dated current/relevant-season named-participant schedule sample verified; completeness and live transitions unverified.
espn:soccer:uefa.wchampions,UEFA Women's Champions League,soccer,W2-team-and-soccer,limited,docs/sports-coverage/evidence/soccer--uefa.wchampions.json,https://site.api.espn.com/apis/site/v2/sports/soccer/uefa.wchampions/scoreboard,2026-09-24T21:02:38.236902+00:00,schedule;final-result,provider-fixture-only; integration-not-run,not-run,not-run,Dated current/relevant-season named-participant schedule sample verified; completeness and live transitions unverified.
espn:soccer:ger.playoff.relegation,German Bundesliga Promotion/Relegation Playoff,soccer,W2-team-and-soccer,limited,docs/sports-coverage/evidence/soccer--ger.playoff.relegation.json,https://site.api.espn.com/apis/site/v2/sports/soccer/ger.playoff.relegation/scoreboard,2026-09-24T21:02:38.623757+00:00,schedule;final-result,provider-fixture-only; integration-not-run,not-run,not-run,Dated current/relevant-season named-participant schedule sample verified; completeness and live transitions unverified.
espn:soccer:ger.dfb_pokal,German Cup,soccer,W2-team-and-soccer,limited,docs/sports-coverage/evidence/soccer--ger.dfb_pokal.json,https://site.api.espn.com/apis/site/v2/sports/soccer/ger.dfb_pokal/scoreboard,2026-09-24T21:02:38.826966+00:00,schedule;final-result,provider-fixture-only; integration-not-run,not-run,not-run,Dated current/relevant-season named-participant schedule sample verified; completeness and live transitions unverified.
espn:soccer:ita.coppa_italia,Coppa Italia,soccer,W2-team-and-soccer,limited,docs/sports-coverage/evidence/soccer--ita.coppa_italia.json,https://site.api.espn.com/apis/site/v2/sports/soccer/ita.coppa_italia/scoreboard,2026-09-24T21:02:39.086042+00:00,schedule;final-result,provider-fixture-only; integration-not-run,not-run,not-run,Dated current/relevant-season named-participant schedule sample verified; completeness and live transitions unverified.
espn:soccer:fra.super_cup,French Trophee des Champions,soccer,W2-team-and-soccer,limited,docs/sports-coverage/evidence/soccer--fra.super_cup.json,https://site.api.espn.com/apis/site/v2/sports/soccer/fra.super_cup/scoreboard,2026-09-24T21:02:39.187914+00:00,schedule;final-result,provider-fixture-only; integration-not-run,not-run,not-run,Dated current/relevant-season named-participant schedule sample verified; completeness and live transitions unverified.
espn:soccer:ita.super_cup,Italian Supercoppa,soccer,W2-team-and-soccer,candidate,docs/sports-coverage/evidence/soccer--ita.super_cup.json,https://site.api.espn.com/apis/site/v2/sports/soccer/ita.super_cup/scoreboard,2026-09-24T21:02:39.509456+00:00,,provider-fixture-only; integration-not-run,not-run,not-run,"Default sample is dated 2025-12-22T19:00Z; tested2026 query yields 0 events and 0 named participant records, without a usable2026 sample. Competition retirement or alias identity is not established. Resolve current official competition calendar and an authorized source; if cyclical, corroborate edition before archival/history classification. Do not poll this candidate as current."
